qid,sentid,question,sentence text,label
147,5,Has the protein TIEG1 been associated with apoptosis?,TGFbeta inducible early gene (TIEG1) mimics TGFbeta action and induces apoptosis,0
147,6,Has the protein TIEG1 been associated with apoptosis?,"the transforming growth factor-beta- (TGF-beta-) inducible early response 1 gene (TIEG1), which plays a pivotal role in TGF-beta-regulated cell growth control and apoptosis",1
147,7,Has the protein TIEG1 been associated with apoptosis?,Induction of mRNA for Smad4 and the TGF-beta1-regulated apoptosis-inducing transcription factor TGF-beta1-inducible early gene (TIEG1) was detected within the first 6 h of doxazosin treatmen,0
147,8,Has the protein TIEG1 been associated with apoptosis?,TIEG1 (TGF-beta inducible early gene) is a recently characterized transcription factor regulated by TGF-beta that induces apoptosis when overexpressed in pancreatic adenocarcinoma cell lines,0
147,9,Has the protein TIEG1 been associated with apoptosis?,Influence of TIEG1 on apoptosis,0
147,10,Has the protein TIEG1 been associated with apoptosis?,the influence of TIEG1 on apoptosis of HL-60 cells and the expression of Bcl-2/Bax,0
147,11,Has the protein TIEG1 been associated with apoptosis?,"The expression of genes involved in insulin resistance (PDK4, AHSG) is increased, together with expression of TIEG1, a transcription factor that can induce apoptosis via the mitochondrial pathway",0
147,12,Has the protein TIEG1 been associated with apoptosis?,"the overexpression of TIEG1 mediated growth inhibition and apoptosis in TGF-β1-resistant HCC cell lines,",0
147,13,Has the protein TIEG1 been associated with apoptosis?,"On the other hand, KLF10 deficient keratinocytes showed increased proliferation and apoptosis",0
147,14,Has the protein TIEG1 been associated with apoptosis?,"LF10, transforming growth factor-β-inducible early gene 1",0
147,15,Has the protein TIEG1 been associated with apoptosis?,IEG1 can induce apoptosis of cancer cells,0
147,16,Has the protein TIEG1 been associated with apoptosis?,TGF-β inducible early gene 1) plays a significant role in regulating cell proliferation and apoptosis,1
147,17,Has the protein TIEG1 been associated with apoptosis?,TIEG1) is a Krüppel-like transcription factor (KLF10) that was originally cloned from human osteoblasts as an early response gene to TGF-β treatment,1
147,18,Has the protein TIEG1 been associated with apoptosis?,Adenoviral delivery of TIEG1 (AdTIEG1) to TIEG1(-/-) cells reversed the RANKL-induced NFATc1 signaling defect in TIEG1(-/-) precursors and eliminated the differentiation and apoptosis defects,0
147,19,Has the protein TIEG1 been associated with apoptosis?,"(TGF)-β inducible early gene (TIEG)-1 is implicated in the control of cell proliferation, differentiation, and apoptosis in some cell types",0
147,20,Has the protein TIEG1 been associated with apoptosis?,TIEG1 has been shown to mimic the effects of TGF-beta in various carcinoma cells and plays a critical role in the apoptotic cascade,1
147,21,Has the protein TIEG1 been associated with apoptosis?,"(TIEG) is a family of primary response genes induced by TGF-beta, which are well recognized in regulating cellular proliferation and apoptosis",1
147,22,Has the protein TIEG1 been associated with apoptosis?,In human and murine tissues it has been shown that TIEG1 and TIEG2 induce apoptosis and inhibit cell growth,0
147,23,Has the protein TIEG1 been associated with apoptosis?,overexpression of TIEG1 in OLI-neu cells induced apoptosis,0
147,24,Has the protein TIEG1 been associated with apoptosis?,"(TGF-beta(1))-inducible transcription factors have recently elicited interest because of their critical role in the regulation of cell proliferation, differentiation, and apoptosis",0
147,25,Has the protein TIEG1 been associated with apoptosis?,ectopic overexpression of TIEG is sufficient to trigger the apoptotic cell program in these cells,0
2881,0,Is collagen the most abundant human protein?,"As the most abundant protein in the body, collagen is essential to maintain the normal structure and strength of connective tissue, such as bones, skin, cartilage, and blood vessels.",1
2881,1,Is collagen the most abundant human protein?,Collagen is the most abundant protein family in mammals.,1
2881,2,Is collagen the most abundant human protein?,"Collagen is a fibrillar protein that conforms the conjunctive and connective tissues in the human body, essentially skin, joints, and bones.",1
2881,3,Is collagen the most abundant human protein?,This molecule is one of the most abundant in many of the living organisms due to its connective role in biological structures.,1
1107,0,Which are the subunits of the IkB protein kinase (IKK)?,NEMO (NF-κB essential modulator) associates with catalytic subunits IKKα and IKKβ to form the IκB kinase (IKK) complex and is a key regulator of NF-κB pathway signaling.,0
1107,1,Which are the subunits of the IkB protein kinase (IKK)?,All known NF-κB activators converge on the IkappaB kinase (IKK) complex to activate the canonical and non-canonical NF-κB pathways.,0
1107,2,Which are the subunits of the IkB protein kinase (IKK)?,"The IKK complex contains two catalytic subunits (IKKα and IKKβ) and a regulatory subunit NEMO/IKKγ that regulates the canonical NF-κB pathway, whereas IKKα regulates the non-canonical pathway.",0
1107,3,Which are the subunits of the IkB protein kinase (IKK)?," The IKK protein complex is comprised of IKKα, IKKβ and NEMO subunits, with IKKβ thought to play the dominant role in modulating NF-κB activity.",1
1107,4,Which are the subunits of the IkB protein kinase (IKK)?,The IκB kinase (IKK) complex plays a crucial role in the activation of the transcription factor NF-κB by phosphorylating an inhibitory molecule IκBα.,0
1107,5,Which are the subunits of the IkB protein kinase (IKK)?,"Recently, we showed that IKK2 (also called IKKβ), a catalytic subunit of the IKK complex, induces immunoglobulin E-mediated degranulation in mast cells by phosphorylating SNAP-23, the target-membrane soluble N-ethylmaleimide-sensitive fusion factor attachment protein receptor (SNARE).",0
1107,6,Which are the subunits of the IkB protein kinase (IKK)?,"The depletion of any of the three subunits of the inhibitor of NFκB (IκB) kinase (IKKα, IKKβ, IKKγ/NEMO), each of which is essential for the canonical NFκB activation pathway, limits autophagy induction by physiological or pharmacological triggers, while constitutive active IKK subunits suffice to stimulate autophagy.",0
1107,7,Which are the subunits of the IkB protein kinase (IKK)?,"NF-κB activation is tightly regulated by the IκB kinase (IKK) complex, which is composed of two catalytic subunits IKKα and IKKβ, and a regulatory subunit IKKγ/NEMO.",0
1107,8,Which are the subunits of the IkB protein kinase (IKK)?,"Activation of the classical NF-κB pathway is mediated through the activity of the IKK kinase complex, which consists of a heterotrimer of IKKα, IKKβ, and IKKγ subunits.",0
1107,9,Which are the subunits of the IkB protein kinase (IKK)?,NF-kB is a key regulator of inflammation and immunity in cancer development.,0
1107,10,Which are the subunits of the IkB protein kinase (IKK)?,"The IkB kinase (IKK) is a multisubunit complex containing catalytic subunits termed IKK-α, -β and -γ.",0
1107,11,Which are the subunits of the IkB protein kinase (IKK)?,"Activation of NF-κB involves the IκB kinase (IKK)-complex composed of two catalytic subunits, IKKα and IKKβ, and a regulatory scaffold protein, IKKγ.",0
1107,12,Which are the subunits of the IkB protein kinase (IKK)?,The IKK kinase complex is the core element of the NF-kappaB cascade.,0
1107,13,Which are the subunits of the IkB protein kinase (IKK)?,"It is essentially made of two kinases (IKKalpha and IKKbeta) and a regulatory subunit, NEMO/IKKgamma.",1
1107,14,Which are the subunits of the IkB protein kinase (IKK)?,"Additional components may exist, transiently or permanently, but their characterization is still unsure.",0
1107,15,Which are the subunits of the IkB protein kinase (IKK)?,"Activation of NF-kappaB subunits is regulated by the upstream IkappaB kinase (IKK) complex which contains IKKalpha, IKKbeta, and IKKgamma; the latter also known as NF-kappaB essential modulator (NEMO).",0
1107,16,Which are the subunits of the IkB protein kinase (IKK)?,Proinflammatory NF-kappaB activation requires the IkappaB (inhibitor of NF-kappaB) kinase (IKK) complex that contains two catalytic subunits named IKKalpha and IKKbeta and a regulatory subunit named NF-kappaB essential modulator (NEMO).,1
1107,17,Which are the subunits of the IkB protein kinase (IKK)?,"Inhibition of NF-kappaB by suppressing the canonical NF-kappaB activation pathway, for instance by knockdown of the three subunits of the inhibitor of NF-kappaB (I kappaB) kinase (IKK) complex (IKK1, IKK2 and NEMO) triggers apoptosis in such cells.",0
1107,18,Which are the subunits of the IkB protein kinase (IKK)?,The IkappaB-Kinase (IKK) complex is a multisubunit protein complex crucial for signal-induced phosphorylation of the IkappaB proteins and thus controls the activity of the transcription factor NF-kappaB.,1
1107,19,Which are the subunits of the IkB protein kinase (IKK)?,"Besides the two kinases IKKalpha and IKKbeta, the IKK complex contains NEMO/IKKgamma, an additional subunit with regulatory and adaptor functions.",1
1107,20,Which are the subunits of the IkB protein kinase (IKK)?,"Activation of a large multisubunit protein kinase, called the inhibitor kappaB kinase (IKK) complex, is central to the induction of the family of transcription factors nuclear factor kappaB.",0
1107,21,Which are the subunits of the IkB protein kinase (IKK)?,"IKK is comprised of two catalytic subunits, IKKalpha and IKKbeta, and a regulatory IKKgamma subunit.",0
1107,22,Which are the subunits of the IkB protein kinase (IKK)?,"The IkB kinase (IKK) is a multisubunit complex containing catalytic subunits termed IKK-α, -β and -γ",0
3178,0,What is the cause of Krabbe disease?,Krabbe disease (KD) is a rare disease caused by the deficiency of β-galactocerebrosidase.,1
3178,1,What is the cause of Krabbe disease?,"Globoid cell leukodystrophy (GLD), or Krabbe disease, is an inherited, neurologic disorder that results from deficiency of a lysosomal enzyme, galactosylceramidase.",1
3178,2,What is the cause of Krabbe disease?,Krabbe disease is a rare neurodegenerative genetic disorder caused by deficiency of galactocerebrosidase.,1
1940,0,What is the doRiNA database?,doRiNA: a database of RNA interactions in post-transcriptional regulation.,1
1940,1,What is the doRiNA database?, We provide a database that supports the quest for deciphering this regulatory code.,0
1940,2,What is the doRiNA database?,"Within doRiNA, we are systematically curating, storing and integrating binding site data for RBPs and miRNAs.",0
1940,3,What is the doRiNA database?,Users are free to take a target (mRNA) or regulator (RBP and/or miRNA) centric view on the data.,0
1940,4,What is the doRiNA database?,We have implemented a database framework with short query response times for complex searches (e.g.,0
1940,5,What is the doRiNA database?,asking for all targets of a particular combination of regulators).,0
1940,6,What is the doRiNA database?,"All search results can be browsed, inspected and analyzed in conjunction with a huge selection of other genome-wide data, because our database is directly linked to a local copy of the UCSC genome browser.",0
1940,7,What is the doRiNA database?,"At the time of writing, doRiNA encompasses RBP data for the human, mouse and worm genomes.",0
1940,8,What is the doRiNA database?,"For computational miRNA target site predictions, we provide an update of PicTar predictions.",0
1940,9,What is the doRiNA database?,DoRiNA 2.0--upgrading the doRiNA database of RNA interactions in post-transcriptional regulation.,1
1940,10,What is the doRiNA database?,"At the time of writing, doRiNA encompasses RBP data for the human, mouse and worm genomes.",0
1940,11,What is the doRiNA database?,"Within doRiNA, we are systematically curating, storing and integrating binding site data for RBPs and miRNAs.",0
1940,12,What is the doRiNA database?,doRiNA: a database of RNA interactions in post-transcriptional regulation,1
1940,13,What is the doRiNA database?,"Within doRiNA, we are systematically curating, storing and integrating binding site data for RBPs and miRNAs",0
1940,14,What is the doRiNA database?,"At the time of writing, doRiNA encompasses RBP data for the human, mouse and worm genomes",0
1940,15,What is the doRiNA database?,"Within doRiNA, we are systematically curating, storing and integrating binding site data for RBPs and miRNAs.",0
1940,16,What is the doRiNA database?,"At the time of writing, doRiNA encompasses RBP data for the human, mouse and worm genomes.",0
1940,17,What is the doRiNA database?,"Within doRiNA, we are systematically curating, storing and integrating binding site data for RBPs and miRNAs.",0
1940,18,What is the doRiNA database?,"At the time of writing, doRiNA encompasses RBP data for the human, mouse and worm genomes.",0
1940,19,What is the doRiNA database?,DoRiNA 2.0--upgrading the doRiNA database of RNA interactions in post-transcriptional regulation.,1
1940,20,What is the doRiNA database?,doRiNA: a database of RNA interactions in post-transcriptional regulation.,1
1233,0,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"In this work, we propose a method based on radial basis networks for predicting the number of beta-strands in OMPs and identifying their membrane spanning segments.",0
1233,1,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We have developed a web server, TMBETAPRED-RBF for predicting the transmembrane beta-strands from amino acid sequence and it is available at http://rbf.bioinfo.tw/~sachen/tmrbf.html.",0
1233,2,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We have developed a prediction server, TMBETADISC-RBF, which is available at http://rbf.bioinfo.tw/~sachen/OMP.html.",0
1233,3,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,TMB finding pipeline: novel approach for detecting beta-barrel membrane proteins in genomic sequences.,0
1233,4,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Interestingly, the present approach identified TMBs from all 15 families in TCDB.",0
1233,5,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,A new method is presented for identification of beta-barrel membrane proteins.,0
1233,6,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,It is based on a hidden Markov model (HMM) with an architecture obeying these proteins' construction principles.,0
1233,7,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Once the HMM is trained, log-odds score relative to a null model is used to discriminate beta-barrel membrane proteins from other proteins.",0
1233,8,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,PRED-TMBB: a web server for predicting the topology of beta-barrel outer membrane proteins.,0
1233,9,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We present here a web server (PRED-TMBB, http://bioinformatics.biol.uoa.gr/PRED-TMBB) which is capable of predicting the transmembrane strands and the topology of beta-barrel outer membrane proteins of Gram-negative bacteria.",1
1233,10,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"The method is based on a Hidden Markov Model, trained according to the Conditional Maximum Likelihood criterion.",0
1233,11,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,Predicting transmembrane beta-barrels in proteomes.,0
1233,12,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Here we introduced the design, statistics and results of a novel profile-based hidden Markov model for the prediction and discrimination of TMBs.",0
1233,13,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,A sequence-profile-based HMM for predicting and discriminating beta barrel membrane proteins.,0
1233,14,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"RESULTS: We develop a HMM model, which can predict the topology of beta barrel membrane proteins using, as input, evolutionary information.",0
1233,15,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,BOMP: a program to predict integral beta-barrel outer membrane proteins encoded within genomes of Gram-negative bacteria.,0
1233,16,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,This work describes the development of a program that predicts whether or not a polypeptide sequence from a Gram-negative bacterium is an integral beta-barrel outer membrane protein.,0
1233,17,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"The program, called the beta-barrel Outer Membrane protein Predictor (BOMP), is based on two separate components to recognize integral beta-barrel proteins.",0
1233,18,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"On the basis of existing knowledge of beta-barrel outer-membrane proteins, several state of the art prediction methods, as well as a new in-house program (PROB) were employed for the systematic exploration of Mycobacterium tuberculosis predicted proteomes for potential beta-barrel structures.",1
1233,19,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,Computational identification of beta-barrel outer-membrane proteins in Mycobacterium tuberculosis predicted proteomes as putative vaccine candidates.,0
1233,20,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,BETAWARE: a machine-learning tool to detect and predict transmembrane beta-barrel proteins in prokaryotes.,0
1233,21,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Recently, we developed two top-performing methods based on machine-learning approaches to tackle both the detection of TMBBs in sets of proteins and the prediction of their topology.",0
1233,22,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,Supersecondary structure prediction of transmembrane beta-barrel proteins.,0
1233,23,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,We introduce a graph-theoretic model for predicting the supersecondary structure of transmembrane β-barrel proteins--a particular class of proteins that performs diverse important functions but it is difficult to determine their structure with experimental methods.,0
1233,24,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,BOCTOPUS: improved topology prediction of transmembrane β barrel proteins.,0
1233,25,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Here, we present BOCTOPUS; an improved method for the topology prediction of TMBs by employing a combination of support vector machines (SVMs) and Hidden Markov Models (HMMs).",1
1233,26,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,TMBHMM: a frequency profile based HMM for predicting the topology of transmembrane beta barrel proteins and the exposure status of transmembrane residues.,1
1233,27,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We present here TMBHMM, a computational method based on a hidden Markov model for predicting the structural topology of putative TMBs from sequence.",0
1233,28,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"In addition to predicting transmembrane strands, TMBHMM also predicts the exposure status (i.e., exposed to the membrane or hidden in the protein structure) of the residues in the transmembrane region, which is a novel feature of the TMBHMM method.",0
1233,29,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Furthermore, TMBHMM can also predict the membrane residues that are not part of beta barrel forming strands.",0
1233,30,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We present BTMX (Beta barrel TransMembrane eXposure), a computational method to predict the exposure status (i.e.",0
1233,31,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,exposed to the bilayer or hidden in the protein structure) of transmembrane residues in transmembrane beta barrel proteins (TMBs).,1
1233,32,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"BTMX predicts the exposure status of known TM residues with an accuracy of 84.2% over 2,225 residues and provides a confidence score for all predictions.",0
1233,33,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,A method for discovering transmembrane beta-barrel proteins in Gram-negative bacterial proteomes.,0
1233,34,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,A web server based on the proposed method is available at http://yanbioinformatics.cs.usu.edu:8080/TMBKNNsubmit.,0
1233,35,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,This paper presents a k-nearest neighbor (K-NN) method for discriminating TMB and non-TMB proteins.,0
1233,36,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"TMBpro: secondary structure, beta-contact and tertiary structure prediction of transmembrane beta-barrel proteins.",0
1233,37,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We develop a suite (TMBpro) of specialized predictors for predicting secondary structure (TMBpro-SS), beta-contacts (TMBpro-CON) and tertiary structure (TMBpro-3D) of transmembrane beta-barrel proteins.",0
1233,38,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"We compare our results to the recent state-of-the-art predictors transFold and PRED-TMBB using their respective benchmark datasets, and leave-one-out cross-validation.",0
1233,39,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,A consensus algorithm to screen genomes for novel families of transmembrane beta barrel proteins.,0
1233,40,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,"Here we describe a new algorithm combining composition and hidden Markov model topology based classifiers (called TMB-Hunt2), which achieves a crossvalidation accuracy of >95%, with 96.7% precision and 94.2% recall.",0
1233,41,What are the computational tools for the prediction of beta-barrel transmembrane proteins?,Tools and datasets are made available through a website called TMB-Web (http://www.bioinformatics.leeds.ac.uk/TMB-Web/TMB-Hunt2).,0
1516,0,Which peptide plays a pivotal role in human cystatin C fibrillization?,Human cystatin C (HCC) is a low molecular weight member of the cystatin family (type2).,1
1516,1,Which peptide plays a pivotal role in human cystatin C fibrillization?,HCC consists of 120 amino acids.,0
1516,2,Which peptide plays a pivotal role in human cystatin C fibrillization?,"Normally it is an inhibitor of cysteine proteases, but in pathological conditions it forms amyloid fibrils in brain arteries of young adults.",1
1516,3,Which peptide plays a pivotal role in human cystatin C fibrillization?,"An 'aggregation-prone' pentapeptide ((47)LQVVR(51)) was located within the HCC sequence using AmylPred, an 'aggregation-prone' peptide prediction algorithm developed in our lab.",1
1516,4,Which peptide plays a pivotal role in human cystatin C fibrillization?,"This peptide was synthesized and self-assembled into amyloid-like fibrils in vitro, as electron microscopy, X-ray fiber diffraction, Attenuated Total Reflectance Fourier-Transform Spectroscopy and Congo red staining studies reveal.",1
1516,5,Which peptide plays a pivotal role in human cystatin C fibrillization?,"Thus, the (47)LQVVR(51) peptide seems to have an important role in HCC fibrillization.",1
1516,6,Which peptide plays a pivotal role in human cystatin C fibrillization?,The pentapeptide LQVVR plays a pivotal role in human cystatin C fibrillization.,0
1516,7,Which peptide plays a pivotal role in human cystatin C fibrillization?,the (47)LQVVR(51) peptide seems to have an important role in HCC fibrillization.,0
1516,8,Which peptide plays a pivotal role in human cystatin C fibrillization?,"Thus, the (47)LQVVR(51) peptide seems to have an important role in HCC fibrillization.",0
298,0,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Mutations beneficial in one environment may cause costs in different environments, resulting in antagonistic pleiotropy.",0
298,1,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Here, we describe a novel form of antagonistic pleiotropy that operates even within the same environment, where benefits and deleterious effects exhibit themselves at different growth rates.",1
298,2,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"The hfq mutations were beneficial, deleterious or neutral at an intermediate growth rate (0.5 h(-1)) and one changed from beneficial to deleterious within a 36 min difference in doubling time.",1
298,3,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,Two genetic models exist to explain the evolution of ageing - mutation accumulation (MA) and antagonistic pleiotropy (AP).,0
298,4,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Under AP, late-acting deleterious mutations accumulate because they confer beneficial effects early in life.",0
298,5,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Many marker loci responded in opposite directions to selection for late- and early-life fitness, indicating negative genetic correlations or trade-offs between those traits.",0
298,6,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,Indirect evidence suggested that some negative genetic correlations were due to antagonistic pleiotropy.,0
298,7,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Here, we describe a novel form of antagonistic pleiotropy that operates even within the same environment, where benefits and deleterious effects exhibit themselves at different growth rates.",1
298,8,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,The basis of antagonistic pleiotropy in hfq mutations that have opposite effects on fitness at slow and fast growth rates.,1
298,9,Can a given genotype exhibit opposite fitness effects (beneficial and detrimental) within the same environment?,"Here, we describe a novel form of antagonistic pleiotropy that operates even within the same environment, where benefits and deleterious effects exhibit themselves at different growth rates",1
3439,0,How long in bp is the human pseudoautosomal region 2 (PAR2)?,"The human sex chromosomes differ in sequence, except for the pseudoautosomal regions (PAR) at the terminus of the short and the long arms, denoted as PAR1 and PAR2.",1
3439,1,How long in bp is the human pseudoautosomal region 2 (PAR2)?,The boundary between PAR1 and the unique X and Y sequences was established during the divergence of the great apes.,1
3439,2,How long in bp is the human pseudoautosomal region 2 (PAR2)?,The insertion is generated by non-allelic homologous recombination between a 548 bp LTR6B repeat within the Y chromosome PAR1 and a second LTR6B repeat located 105 kb from the PAR boundary on the X chromosome.,0
3439,3,How long in bp is the human pseudoautosomal region 2 (PAR2)?,The pseudoautosomal regions (PAR1 and PAR2) of the human X and Y chromosomes pair and recombine during meiosis.,1
3439,4,How long in bp is the human pseudoautosomal region 2 (PAR2)?,Thus genes in this region are not inherited in a strictly sex-linked fashion.,0
3439,5,How long in bp is the human pseudoautosomal region 2 (PAR2)?,PAR1 is located at the terminal region of the short arms and PAR2 at the tips of the long arms of these chromosomes.,1
3439,6,How long in bp is the human pseudoautosomal region 2 (PAR2)?,"To date, 24 genes have been assigned to the PAR1 region.",0
3439,7,How long in bp is the human pseudoautosomal region 2 (PAR2)?,"In contrast, so far only 4 genes have been discovered in the PAR2 region.",0
3439,8,How long in bp is the human pseudoautosomal region 2 (PAR2)?,The 320-kb human pseudoautosomal region 2 (PAR2) at the tips of the long arms of the X and Y chromosomes is thought to have been duplicated onto the Y chromosome recently in primate evolution,1
3439,9,How long in bp is the human pseudoautosomal region 2 (PAR2)?," The four genes within PAR2 have been proposed to constitute two zones with different base ratios and transcription, one of which was added recently to the X chromosome.",0
3439,10,How long in bp is the human pseudoautosomal region 2 (PAR2)?," This map extends 2.3 Mbp from the telomere to sex-chromosome-specific DNA, includes at least seven CpG islands and locates four genetically mapped loci.",0
83,0,Which gene is required for the efficient function of clopidogrel?,The CYP2C19 G681A single polymorphism has been proven to affect clopidogrel responsiveness.,0
83,1,Which gene is required for the efficient function of clopidogrel?,This study investigated the effect of coexisting polymorphisms of CYP2C19 and P2Y12 on clopidogrel responsiveness and adverse clinical events in Chinese patient,0
83,2,Which gene is required for the efficient function of clopidogrel?,"ssociation of a functional polymorphism in the clopidogrel target receptor gene, P2Y12",0
83,3,Which gene is required for the efficient function of clopidogrel?,We tested for an association of gene sequence variations in P2Y12 and occurrence of neurological adverse events in patients with symptomatic peripheral artery disease (PAD) during clopidogrel treatment,0
83,4,Which gene is required for the efficient function of clopidogrel?,"Variability in clopidogrel response might be influenced by polymorphisms in genes coding for drug metabolism enzymes (cytochrome P450 [CYP] family), transport proteins (P-glycoprotein) and/or target proteins for the drug (adenosine diphosphate-receptor P2Y12)",1
83,5,Which gene is required for the efficient function of clopidogrel?,"Polymerase chain reaction-based genotyping evaluated polymorphisms in the CYP2C19, CYP2C9, CYP3A4, CYP3A5, ABCB1, P2Y12, and CES genes.",0
83,6,Which gene is required for the efficient function of clopidogrel?,The prodrug clopidogrel requires activation by cytochrome P-450 (CYP) enzymes for its antiplatelet effect,1
83,7,Which gene is required for the efficient function of clopidogrel?,Carriers of the CYP2C19*2 and *4 alleles showed reduced platelet inhibition after a clopidogrel 600-mg loading dose but responded to higher loading and maintenance dose regimens,0
83,8,Which gene is required for the efficient function of clopidogrel?,"Carriers of the CYP2C19*17 T-allele, with increased clopidogrel activation, had a 37% relative reduction in the TLR incidence, the primary end point",0
83,9,Which gene is required for the efficient function of clopidogrel?,The cytochrome P450 (CYP) 2C19*2 polymorphism is associated with reduced responsiveness to clopidogrel and poor clinical outcome after stent implantation,0
83,10,Which gene is required for the efficient function of clopidogrel?,From these results it is suggested that CYP2C19*2 polymorphism is associated with subclinical thrombus formation among Japanese patients receiving clopidogrel.,0
83,11,Which gene is required for the efficient function of clopidogrel?,To determine the effect of various SNPs on post-clopidogrel platelet reactivity and clinical outcome.,0
83,12,Which gene is required for the efficient function of clopidogrel?,"MATERIALS & METHODS: Cytochrome 2C19 (CYP2C19) loss-of-function (LOF; *2, *3) and gain-of-function (GOF; *17) allelic variants, together with ABCB1 (3435 C→T and 2677 G→T/A) and paraoxonase-1 (PON-1; 192 Q→R) SNPs were analyzed in 189 patients after elective stent implantation who participated in a randomized, placebo-controlled trial (NCT00638326)",0
83,13,Which gene is required for the efficient function of clopidogrel?,Chinese people are more frequent carriers of cytochrome P450 2C19 (CYP2C19) loss-of-function alleles than Caucasians.,0
83,14,Which gene is required for the efficient function of clopidogrel?,"The aim of this study was to investigate the effect of the CYP2C19, ABCB1, and PON1 variants on clopidogrel pharmacodynamics and clinical outcomes in these patients",1
83,15,Which gene is required for the efficient function of clopidogrel?,The risk of a low response to clopidogrel and composite ischemic events increased with the number of CYP2C19 loss-of-function alleles.,0
83,16,Which gene is required for the efficient function of clopidogrel?,"However, there were not significant differences in clopidogrel pharmacodynamics and clinical outcomes across the ABCB1 and PON1 genotype groups; bleeding was not significantly different across the CYP2C19, ABCB1, and PON1 genotype groups",0
83,17,Which gene is required for the efficient function of clopidogrel?,The CYP2C19 loss-of-function alleles had a gene dose effect on the pharmacodynamics and composite ischemic events of clopidogrel in our study population.,1
83,18,Which gene is required for the efficient function of clopidogrel?,Neither the ABCB1 nor the PON1 genotype significantly influenced the antiplatelet effect and clinical outcomes of clopidogrel in these patients,1
627,0,What is the mode of inheritance of Marchesani syndrome?,Autosomal recessive and autosomal dominant WMS cannot be distinguished by clinical findings alone.,0
627,1,What is the mode of inheritance of Marchesani syndrome?,Weill-Marchesani syndrome (WMS) is a well-characterized disorder in which patients develop eye and skeletal abnormalities.,0
627,2,What is the mode of inheritance of Marchesani syndrome?,"Autosomal-recessive and autosomal-dominant forms of WMS are caused by mutations in ADAMTS10 and FBN1 genes, respectively.",1
627,3,What is the mode of inheritance of Marchesani syndrome?,"Finally, WMS is transmitted either by an autosomal dominant or an autosomal recessive (AR) mode of inheritance, GD by an autosomal recessive mode of inheritance and AD by an autosomal dominant mode of inheritance.",1
627,4,What is the mode of inheritance of Marchesani syndrome?,"Weill-Marchesani syndrome (WMS) is a rare condition characterized by short stature, brachydactyly, joint stiffness, and characteristic eye abnormalities including microspherophakia, ectopia of lens, severe myopia, and glaucoma.",0
